url,기업명,공고명,스크랩 수,경력,학력,근무형태,급여,근무지역,필수사항,우대사항,접수 시작일,접수 마감일
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45514224&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=49f9883e-f9ac-4e20-8594-fc275ea846e8,뉴로핏(주),"[의료 AI기업] 연구 행정 담당 모집-국책연구과제, 논문/특허 등",15,신입·경력 5년 ↓,대졸(4년제) 이상,정규직 수습기간 3개월,면접 후 결정,서울 강남구,X,X,2023.04.17 15:00,2023.05.03 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45513723&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=49f9883e-f9ac-4e20-8594-fc275ea846e8,한국과학기술연구원,한국과학기술연구원 뇌과학연구소 인턴 및 박사후 연구원 모집,3,신입,대졸(4년제) 이상(예정자 가능),"계약직, 인턴직",면접 후 결정,서울 성북구,X,X,2023.04.17 14:00,2023.04.24 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45513613&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=49f9883e-f9ac-4e20-8594-fc275ea846e8,연세대학교의료원 산학협력단,[R&D] 재생의공학실험실 연구원(Post Doc.) 채용 공고,1,무관(신입포함),박사졸업(예정자 가능),계약직,면접 후 결정,서울 서대문구,X,X,2023.04.17 14:00,2023.06.16 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45513598&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=49f9883e-f9ac-4e20-8594-fc275ea846e8,(주)바인컨설팅,유명 의료 진단장비 기업(분야 1위) 학술마케팅(경력),스크랩,경력 10년 ↓,"대졸(2,3년제) 이상",정규직,면접 후 결정,서울,X,X,2023.04.17 14:00,2023.04.23 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45513536&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=49f9883e-f9ac-4e20-8594-fc275ea846e8,(주)삼광켐,"임상실험, 피부 인체적용시험",2,신입·경력 1~3년,대졸(4년제) 이상(예정자 가능),정규직,면접 후 결정,경기 용인시 기흥구,X,"전공:화학공학, 화학, 생명과학|외국어능력:력영어가능자, 일본어 가능자, 중국어 가능자|활동/경험:해당직무 근무경험",2023.04.17 14:00,2023.05.17 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45513516&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=49f9883e-f9ac-4e20-8594-fc275ea846e8,(주)삼광켐,기업부설연구소 연구원/연구요원 채용,11,무관(신입포함),"대졸(2,3년제) 이상",정규직 수습기간 3개월,면접 후 결정,경기 용인시 기흥구,X,X,2023.04.17 14:00,2023.05.17 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45513504&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=49f9883e-f9ac-4e20-8594-fc275ea846e8,포항공대가속기연구소,포항가속기연구소 직원(다목적방사광가속기 구축사업) 채용,33,신입·경력,대졸(4년제) 이상(예정자 가능) 부문별 상이함,계약직 기간제,면접 후 결정,"경북 포항시, 경북전체, 포항시 남구, 포항시 북구, 충북전체, 충북",X,X,2023.04.17 00:00,2023.05.05 18:00
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45513222&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=49f9883e-f9ac-4e20-8594-fc275ea846e8,(주)글로벌의학연구센터,[글로벌의학연구센터] 건강기능식품임상센터 연구원(신입/경력) 모집,26,신입·경력 3년 ↓,"대졸(2,3년제) 이상(예정자 가능)",정규직 수습기간 3개월,X,"서울 서대문구,",X,외국어능력:력영어능통자|활동/경험:해당직무 근무경험,2023.04.17 00:00,2023.05.14 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45512998&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=49f9883e-f9ac-4e20-8594-fc275ea846e8,(주)사람인에이치에스,[천안/대기업/성과급] LS일렉트릭 시료조립 사원 모집,3,무관(신입포함),학력무관,계약직,면접 후 결정,"충남 천안시 동남구, 천안시",X,X,2023.04.17 13:00,채용시 마감
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45512907&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=49f9883e-f9ac-4e20-8594-fc275ea846e8,(주)코랩,CRA(임상연구원) 정규직 채용 - 경력사원,3,경력 2~5년,대졸(4년제) 이상,정규직 수습기간 3개월,면접 후 결정,광주 동구,X,X,2023.04.17 13:00,2023.05.17 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45512775&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=50e1af38-b679-4f7e-91de-b854c7b2fc6d,에이치엔에이치바이오(주),[H&H BIO] 에이치엔에이치바이오 인력채용 공고(분석팀),스크랩,경력 3년 ↑,"대졸(2,3년제) 이상",정규직 수습기간 3개월,면접 후 결정,"충남 아산시, 천안시",X,전공:공학계열|활동/경험:해당직무 근무경험,2023.04.17 13:00,2023.04.30 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45512705&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=50e1af38-b679-4f7e-91de-b854c7b2fc6d,에이치엔에이치바이오(주),[H&H BIO] 에이치엔에이치바이오 인력채용 공고(신뢰성보증팀),스크랩,신입·경력(년수무관),"대졸(2,3년제) 이상",정규직 수습기간 3개월,면접 후 결정,"충남 아산시, 천안시",X,전공:공학계열|활동/경험:해당직무 근무경험,2023.04.17 13:00,2023.04.30 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45512604&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=50e1af38-b679-4f7e-91de-b854c7b2fc6d,에이치엔에이치바이오(주),[H&H BIO] 에이치엔에이치바이오 인력채용 공고(특수독성팀),스크랩,신입·경력(년수무관),"대졸(2,3년제) 이상",정규직 수습기간 3개월,면접 후 결정,"충남 아산시, 천안시",X,전공:공학계열|활동/경험:해당직무 근무경험,2023.04.17 13:00,2023.04.30 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45512555&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=50e1af38-b679-4f7e-91de-b854c7b2fc6d,에이치엔에이치바이오(주),[H&H BIO] 에이치엔에이치바이오 인력채용 공고(환경독성팀),1,신입·경력(년수무관),"대졸(2,3년제) 이상",정규직 수습기간 3개월,면접 후 결정,"충남 아산시, 천안시",X,전공:공학계열|활동/경험:해당직무 근무경험,2023.04.17 00:00,2023.04.30 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45512400&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=50e1af38-b679-4f7e-91de-b854c7b2fc6d,(주)쉐어앤서비스,임상 연구간호사(CRC) 채용 / 정규직 전환 가능,12,경력(년수무관),"대졸(2,3년제) 이상",계약직 정규직 전환 가능,면접 후 결정,부산 해운대구,활동/경험:해당직무 근무경험,X,2023.04.17 13:00,채용시 마감
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45512214&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=50e1af38-b679-4f7e-91de-b854c7b2fc6d,에이피써치,[국내바이오메디칼전문기업] 임상 CPL / 경력 5년 이상,스크랩,경력 5년 ↑,대졸(4년제) 이상,정규직,면접 후 결정,서울,X,X,2023.04.17 13:00,채용시 마감
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45510535&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=50e1af38-b679-4f7e-91de-b854c7b2fc6d,신일제약(주),신일제약㈜ 2023년 상반기 수시채용,132,신입·경력,학력무관,정규직,면접 후 결정,"서울 동대문구, 경기전체, 인천전체, 부산전체, 대구전체, 광주전체, 대전전체, 경남 창원시, 전북 전주시, 충북",X,X,2023.04.19 00:00,2023.04.25 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45509432&location=ts&searchword=CRA&searchType=search&paid_fl=n&search_uuid=50e1af38-b679-4f7e-91de-b854c7b2fc6d,차의과학대학교 분당차병원,[차병원그룹] 종합연구원 연구직 수시채용,2,경력 1년 ↑,석사졸업 이상(예정자 가능),"계약직 1년, 정규직 전환 가능",면접 후 결정,경기 성남시 분당구,X,"전공:자연계열, 생명과학, 수의학과",2023.04.17 10:00,2023.04.30 23:00
