url,기업명,공고명,스크랩 수,경력,학력,근무형태,급여,근무지역,필수사항,우대사항,접수 시작일,접수 마감일
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45505893&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=4f9e93e3-7095-46d4-a58a-4432de5fb3ac,센트럴화재특종손해사정(주),삼성화재 인보험심사직 신입 및 경력 채용(센트럴손해사정-서울),8,무관(신입포함),"대졸(2,3년제) 이상(예정자 가능)",정규직 수습기간 3개월,면접 후 결정,서울 종로구,X,활동/경험:해당직무 근무경험,2023.04.17 07:00,2023.05.01 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45505693&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=4f9e93e3-7095-46d4-a58a-4432de5fb3ac,옐론서치,[LG계열 자회사/경력직] 노무 관리 관련 인사총무팀 대리급 모집,스크랩,무관(신입포함),고교졸업 이상(예정자 가능),"정규직, 계약직","연봉 4,400 만원 (주 40시간) 근무","서울 구로구, 강서구, 관악구, 동작구, 양천구, 인천 미추홀구, 동구, 연수구, 중구",X,X,2023.04.16 23:00,채용시 마감
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45505690&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=4f9e93e3-7095-46d4-a58a-4432de5fb3ac,옐론서치,[LG계열 자회사/경력직] 노무 관리 관련 인사총무팀 직원 모집,2,무관(신입포함),고교졸업 이상(예정자 가능),"정규직, 계약직","연봉 4,400 만원 (주 40시간) 근무","서울 구로구, 관악구, 금천구, 노원구, 동대문구, 경기 고양시 덕양구, 과천시, 광명시, 군포시, 성남시",X,X,2023.04.16 23:00,채용시 마감
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45505685&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=4f9e93e3-7095-46d4-a58a-4432de5fb3ac,옐론서치,"대전KB국민카드 고객센터(영업 NO, 아웃콜 NO, 높은급여)",2,무관(신입포함),고교졸업 이상(예정자 가능),"정규직, 계약직",월급 250 만원 (주 40시간) 근무,"대전 중구, 대덕구, 동구, 유성구",X,X,2023.04.16 23:00,채용시 마감
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45505080&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=4f9e93e3-7095-46d4-a58a-4432de5fb3ac,(주)에이치티에이,외국계 글로벌기업 DBA,스크랩,경력 3년 ↑,대졸(4년제) 이상,정규직,면접 후 결정,서울 강남구,X,X,2023.04.16 14:00,채용시 마감
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45504551&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=4f9e93e3-7095-46d4-a58a-4432de5fb3ac,(주)휴머니스트,[Lepetto]프리미엄 슈즈 레페토 서울/대전 백화점 판매사원 채용,1,무관(신입포함),고교졸업 이상,정규직,면접 후 결정,"서울 강남구, 서울전체, 서초구, 송파구, 영등포구, 대전전체, 대전 대덕구, 서구, 유성구, 중구",X,X,2023.04.16 00:00,2023.05.16 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45504526&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=4f9e93e3-7095-46d4-a58a-4432de5fb3ac,(주)코리아휴먼리소시스,Micro-LED 설비 전문가,스크랩,무관,대졸(4년제) 이상,정규직,면접 후 결정,충남 아산시,X,X,2023.04.15 23:00,2023.04.24 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45503685&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=4f9e93e3-7095-46d4-a58a-4432de5fb3ac,에이치알포유(주),[글로벌 의료기기 제조기업] 의료기기 QA 파트장 (10년 이상),스크랩,신입·경력 10~15년,"대졸(2,3년제) 이상",정규직 수습기간 3개월,면접 후 결정,,X,X,2023.04.15 11:00,2023.04.21 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45503683&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=4f9e93e3-7095-46d4-a58a-4432de5fb3ac,에이치알포유(주),[글로벌 의료기기 제조기업] 의료기기(가슴보형물) QA(3년 이상),스크랩,신입·경력 3~10년,"대졸(2,3년제) 이상",정규직 수습기간 3개월,면접 후 결정,,X,X,2023.04.15 11:00,2023.04.21 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45503395&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=4f9e93e3-7095-46d4-a58a-4432de5fb3ac,에이치알포유(주),[반도체 후공정 중견기업] 최고개발 기술임원(CTO) (20년 이상),스크랩,경력 20년 ↑,석사졸업 이상,정규직 수습기간 3개월,면접 후 결정,서울 금천구,X,X,2023.04.15 10:00,2023.04.21 23:59
